contamination,posterior_mean,rmse
0.0,1.0533631152472533,0.053363115247253345
0.1,0.9539704834552587,0.0460295165447413
0.2,1.065016494038121,0.065016494038121
0.3,1.6014125545605565,0.6014125545605565
0.4,2.06187612213825,1.06187612213825
